0.03216754,-0.07801663,0.60110536
0.03316543,-0.07814516,0.60204434
0.03411032,-0.07814516,0.60199155
0.03511287,-0.07827369,0.60292729
0.03611853,-0.07840221,0.60386136
0.03706653,-0.07840221,0.60380391
0.03807685,-0.07853074,0.60473472
0.03909028,-0.07865927,0.60566383
0.04010682,-0.07878780,0.60659123
0.04112647,-0.07891633,0.60751694
0.04208069,-0.07891633,0.60745159
0.04310500,-0.07904485,0.60837396
0.04420406,-0.07930191,0.61028371
0.04516294,-0.07930191,0.61021350
0.04627132,-0.07955897,0.61211954
0.04730962,-0.07968750,0.61303483
0.04835102,-0.07981602,0.61394835
0.04939553,-0.07994455,0.61486011
0.03117276,-0.07694542,0.60028632
0.03211454,-0.07694542,0.60023667
0.03305633,-0.07694542,0.60018554
0.03405422,-0.07707239,0.60112325
0.03505521,-0.07719937,0.60205929
0.03605932,-0.07732634,0.60299367
0.03706653,-0.07745331,0.60392637
0.03801454,-0.07745331,0.60386744
0.03902641,-0.07758029,0.60479686
0.04004139,-0.07770726,0.60572458
0.04105949,-0.07783423,0.60665060
0.04208069,-0.07796120,0.60757491
0.04317508,-0.07821515,0.60948692
0.04420406,-0.07834212,0.61040766
0.04523613,-0.07846909,0.61132667
0.04627132,-0.07859607,0.61224392
0.04730962,-0.07872304,0.61315943
0.04835102,-0.07885001,0.61407317
0.04947495,-0.07910396,0.61597386
0.03112132,-0.07587733,0.59941563
0.03206155,-0.07587733,0.59936607
0.03300178,-0.07587733,0.59931504
0.03399811,-0.07600274,0.60025304
0.03499756,-0.07612816,0.60118938
0.03594090,-0.07612816,0.60113372
0.03700577,-0.07637899,0.60305706
0.03795222,-0.07637899,0.60299824
0.03902641,-0.07662983,0.60491802
0.04004139,-0.07675525,0.60584595
0.04105949,-0.07688066,0.60677218
0.04208069,-0.07700608,0.60769670
0.04317508,-0.07725691,0.60960912
0.04420406,-0.07738233,0.61053008
0.04523613,-0.07750775,0.61144930
0.04627132,-0.07763317,0.61236677
0.04738592,-0.07788400,0.61427165
0.04842888,-0.07800942,0.61518548
0.04947495,-0.07813483,0.61609754
0.03106988,-0.07481234,0.59854304
0.03200855,-0.07481234,0.59849358
0.03300178,-0.07493620,0.59943344
0.03394201,-0.07493620,0.59938093
0.03488224,-0.07493620,0.59932695
0.03588169,-0.07506007,0.60026202
0.03694500,-0.07530779,0.60218585
0.03795222,-0.07543165,0.60311748
0.03896254,-0.07555551,0.60404742
0.04004139,-0.07580323,0.60596580
0.04105949,-0.07592710,0.60689224
0.04214922,-0.07617482,0.60880690
0.04317508,-0.07629868,0.60972980
0.04420406,-0.07642254,0.61065096
0.04530933,-0.07667026,0.61255998
0.04634607,-0.07679413,0.61347755
0.04738592,-0.07691799,0.61439336
0.04842888,-0.07704185,0.61530740
0.04947495,-0.07716571,0.61621967
0.03106988,-0.07387277,0.59865973
0.03200855,-0.07387277,0.59861028
0.03294723,-0.07387277,0.59855935
0.03388591,-0.07387277,0.59850694
0.03488224,-0.07399508,0.59944387
0.03588169,-0.07411739,0.60037914
0.03688424,-0.07423969,0.60131275
0.03795222,-0.07448430,0.60323521
0.03896254,-0.07460661,0.60416535
0.03997597,-0.07472892,0.60509380
0.04105949,-0.07497353,0.60701078
0.04214922,-0.07521814,0.60892584
0.04324517,-0.07546275,0.61083895
0.04427570,-0.07558506,0.61176022
0.04530933,-0.07570736,0.61267974
0.04642083,-0.07595198,0.61458718
0.04746223,-0.07607428,0.61550308
0.04850674,-0.07619659,0.61641721
0.04947495,-0.07619659,0.61634025
0.03101844,-0.07281246,0.59778358
0.03200855,-0.07293321,0.59872548
0.03294723,-0.07293321,0.59867456
0.03388591,-0.07293321,0.59862216
0.03488224,-0.07305396,0.59955930
0.03588169,-0.07317471,0.60049477
0.03688424,-0.07329546,0.60142857
0.03795222,-0.07353696,0.60335143
0.03564114,-0.06737869,0.55276923
