0.03206155,-0.07775957,0.59912478
0.03305633,-0.07788810,0.60006393
0.03399811,-0.07788810,0.60001131
0.03499756,-0.07801663,0.60094723
0.03600011,-0.07814516,0.60188149
0.03694500,-0.07814516,0.60182423
0.03795222,-0.07827369,0.60275522
0.03896254,-0.07840221,0.60368453
0.03997597,-0.07853074,0.60461214
0.04099251,-0.07865927,0.60553805
0.04201215,-0.07878780,0.60646225
0.04303491,-0.07891633,0.60738473
0.04406077,-0.07904485,0.60830548
0.04508974,-0.07917338,0.60922450
0.04612182,-0.07930191,0.61014177
0.04715701,-0.07943044,0.61105730
0.04819530,-0.07955897,0.61197106
0.03112132,-0.07681845,0.59929574
0.03206155,-0.07681845,0.59924618
0.03300178,-0.07681845,0.59919513
0.03394201,-0.07681845,0.59914261
0.03493990,-0.07694542,0.60007883
0.03588169,-0.07694542,0.60002325
0.03688424,-0.07707239,0.60095624
0.03788990,-0.07719937,0.60188754
0.03889866,-0.07732634,0.60281716
0.03991054,-0.07745331,0.60374509
0.04092552,-0.07758029,0.60467132
0.04194362,-0.07770726,0.60559583
0.04303491,-0.07796120,0.60750806
0.04406077,-0.07808818,0.60842903
0.04508974,-0.07821515,0.60934826
0.04619657,-0.07846909,0.61125484
0.04723331,-0.07859607,0.61217046
0.04827316,-0.07872304,0.61308432
0.03106988,-0.07575191,0.59842486
0.03200855,-0.07575191,0.59837538
0.03294723,-0.07575191,0.59832443
0.03388591,-0.07575191,0.59827201
0.03488224,-0.07587733,0.59920853
0.03588169,-0.07600274,0.60014339
0.03688424,-0.07612816,0.60107658
0.03782758,-0.07612816,0.60101795
0.03883479,-0.07625358,0.60194788
0.03991054,-0.07650441,0.60386606
0.04092552,-0.07662983,0.60479250
0.04194362,-0.07675525,0.60571723
0.04303491,-0.07700608,0.60762987
0.04406077,-0.07713150,0.60855105
0.04516294,-0.07738233,0.61045990
0.04619657,-0.07750775,0.61137748
0.04723331,-0.07763317,0.61229332
0.04835102,-0.07788400,0.61419644
0.03101844,-0.07468848,0.59755208
0.03195556,-0.07468848,0.59750270
0.03289268,-0.07468848,0.59745184
0.03388591,-0.07481234,0.59839022
0.03482459,-0.07481234,0.59833633
0.03582248,-0.07493620,0.59927149
0.03682347,-0.07506007,0.60020498
0.03782758,-0.07518393,0.60113680
0.03883479,-0.07530779,0.60206694
0.03984511,-0.07543165,0.60299538
0.04092552,-0.07567937,0.60491217
0.04194362,-0.07580323,0.60583711
0.04303491,-0.07605096,0.60775015
0.04413241,-0.07629868,0.60966125
0.04516294,-0.07642254,0.61058079
0.04627132,-0.07667026,0.61248807
0.04730962,-0.07679413,0.61340400
0.04835102,-0.07691799,0.61431816
0.03101844,-0.07375047,0.59766857
0.03195556,-0.07375047,0.59761920
0.03289268,-0.07375047,0.59756836
0.03382981,-0.07375047,0.59751604
0.03476693,-0.07375047,0.59746224
0.03576327,-0.07387277,0.59839770
0.03676271,-0.07399508,0.59933149
0.03776526,-0.07411739,0.60026361
0.03883479,-0.07436200,0.60218448
0.03984511,-0.07448430,0.60311314
0.04092552,-0.07472892,0.60503032
0.04201215,-0.07497353,0.60694559
