-0.02227906,-0.04345464,0.62409241
-0.02130620,-0.04345464,0.62412638
-0.02033333,-0.04345464,0.62415883
-0.01939139,-0.04352406,0.62518688
-0.01841696,-0.04352406,0.62521634
-0.01744254,-0.04352406,0.62524428
-0.01649438,-0.04359347,0.62626795
-0.01554312,-0.04366289,0.62729017
-0.01456559,-0.04366289,0.62731363
-0.01360966,-0.04373231,0.62833292
-0.01263057,-0.04373231,0.62835337
-0.01166998,-0.04380172,0.62936970
-0.01070629,-0.04387114,0.63038456
-0.00972409,-0.04387114,0.63040048
-0.00875573,-0.04394056,0.63141236
-0.00778426,-0.04400997,0.63242274
-0.00680969,-0.04407939,0.63343163
-0.00582283,-0.04407939,0.63344147
-0.00484359,-0.04414880,0.63444734
-0.00386124,-0.04421822,0.63545168
-0.00287579,-0.04428764,0.63645450
-0.00188722,-0.04435705,0.63745579
-0.00089415,-0.04435705,0.63745796
0.00009907,-0.04442647,0.63845617
0.00109541,-0.04449589,0.63945283
-0.02224347,-0.04241299,0.62316239
-0.02130620,-0.04248085,0.62419342
-0.02033333,-0.04248085,0.62422587
-0.01936046,-0.04248085,0.62425680
-0.01841696,-0.04254871,0.62528347
-0.01744254,-0.04254871,0.62531141
-0.01649438,-0.04261657,0.62633518
-0.01551841,-0.04261657,0.62636013
-0.01456559,-0.04268443,0.62738097
-0.01358806,-0.04268443,0.62740290
-0.01261053,-0.04268443,0.62742331
-0.01165149,-0.04275229,0.62843972
-0.01068935,-0.04282015,0.62945466
-0.00972409,-0.04288802,0.63046813
-0.00875573,-0.04295588,0.63148011
-0.00777199,-0.04295588,0.63149298
-0.00679896,-0.04302374,0.63250196
-0.00582283,-0.04309160,0.63350944
-0.00484359,-0.04315946,0.63451541
-0.00386124,-0.04322732,0.63551986
-0.00287579,-0.04329518,0.63652279
-0.00188722,-0.04336304,0.63752418
-0.00089415,-0.04336304,0.63752635
0.00009907,-0.04343090,0.63852466
0.00109541,-0.04349876,0.63952143
-0.02220788,-0.04137445,0.62223064
-0.02127216,-0.04144076,0.62326171
-0.02030085,-0.04144076,0.62329410
-0.01932953,-0.04144076,0.62332498
-0.01838759,-0.04150706,0.62435171
-0.01741472,-0.04150706,0.62437961
-0.01646812,-0.04157337,0.62540343
-0.01549370,-0.04157337,0.62542833
-0.01454243,-0.04163967,0.62644924
-0.01358806,-0.04170598,0.62746871
-0.01261053,-0.04170598,0.62748911
-0.01165149,-0.04177228,0.62850562
-0.01067241,-0.04177228,0.62852301
-0.00970871,-0.04183859,0.62953655
-0.00874190,-0.04190489,0.63054862
-0.00777199,-0.04197120,0.63155919
-0.00679896,-0.04203750,0.63256827
-0.00582283,-0.04210381,0.63357585
-0.00484359,-0.04217011,0.63458193
-0.00386124,-0.04223642,0.63558648
-0.00288030,-0.04236903,0.63758730
-0.00188722,-0.04236903,0.63759102
-0.00089555,-0.04243533,0.63859098
0.00009907,-0.04243533,0.63859160
0.00109541,-0.04250164,0.63958847
-0.02220788,-0.04040377,0.62229442
-0.02123812,-0.04040377,0.62232827
-0.02026836,-0.04040377,0.62236061
-0.01932953,-0.04046852,0.62338886
-0.01835822,-0.04046852,0.62341822
-0.01741472,-0.04053327,0.62444358
-0.01644185,-0.04053327,0.62446995
-0.01549370,-0.04059802,0.62549240
-0.01451927,-0.04059802,0.62551578
-0.01356645,-0.04066277,0.62653531
-0.01261053,-0.04072752,0.62755338
-0.01165149,-0.04079227,0.62856999
-0.01067241,-0.04079227,0.62858738
-0.00972409,-0.04092177,0.63059880
-0.00875573,-0.04098652,0.63161099
-0.00778426,-0.04105127,0.63262169
-0.00680969,-0.04111602,0.63363089
-0.00583200,-0.04118077,0.63463858
-0.00485121,-0.04124552,0.63564477
